age,experience_years,education_level,job_role,city,company_size,salary
20,30.0,bachelor,data_scientist,amsterdam,medium,76476.06365423392
41,,phd,analyst,berlin,large,59526.90670446378
43,16.0,high_school,manager,berlin,large,52785.29114944632
19,27.0,phd,designer,paris,large,77666.30636504942
21,2.0,master,data_scientist,london,large,44367.633760399665
37,22.0,bachelor,analyst,london,small,49728.51061931668
43,2.0,high_school,analyst,amsterdam,medium,37002.6735896902
44,17.0,phd,developer,berlin,medium,67714.04474297728
37,23.0,bachelor,data_scientist,tehran,medium,54569.39474882919
34,29.0,phd,manager,,medium,102922.29686963338
23,7.0,bachelor,data_scientist,amsterdam,small,39179.52135128927
28,33.0,master,analyst,london,large,85130.16859722292
52,31.0,master,developer,paris,large,85975.31858909366
45,21.0,master,developer,tehran,medium,57697.75471594839
43,,master,data_scientist,amsterdam,medium,64325.71052493367
27,,master,developer,,small,42808.329722918614
54,4.0,high_school,analyst,tehran,small,12796.584082842317
52,25.0,bachelor,developer,,medium,72250.30236152427
44,14.0,high_school,designer,london,large,54095.055881817316
50,16.0,master,manager,tehran,medium,58582.12926572587
45,,bachelor,analyst,amsterdam,large,72603.02877399651
55,18.0,master,manager,tehran,large,72595.98279508861
27,27.0,bachelor,designer,berlin,small,62090.7416438655
42,,bachelor,designer,berlin,large,67696.08919735995
51,17.0,phd,data_scientist,amsterdam,medium,84949.45692848522
33,34.0,phd,developer,amsterdam,small,82960.50453983815
31,20.0,bachelor,designer,tehran,small,34786.677492156305
50,1.0,bachelor,designer,amsterdam,large,36899.372689223805
24,19.0,high_school,data_scientist,tehran,small,42422.68416184166
38,0.0,master,manager,berlin,small,33279.74916971992
32,34.0,,manager,tehran,large,102265.37642685142
28,16.0,high_school,analyst,,small,30871.313455957366
57,34.0,phd,analyst,berlin,large,105623.35088408747
25,21.0,bachelor,data_scientist,london,small,58815.7351761143
49,12.0,master,manager,london,small,56203.34793952606
40,11.0,bachelor,developer,berlin,small,38840.77463606868
33,26.0,bachelor,data_scientist,amsterdam,small,66206.60041146052
42,19.0,phd,manager,berlin,large,80996.13142696448
18,32.0,master,designer,tehran,large,70461.00448070452
34,,bachelor,developer,paris,medium,38792.71528318559
37,19.0,master,data_scientist,berlin,medium,64122.427771561575
51,8.0,master,developer,london,small,47626.21538405538
25,1.0,master,analyst,amsterdam,small,30148.214502509378
55,6.0,high_school,analyst,tehran,medium,30144.82804740634
39,17.0,phd,manager,paris,large,78002.72292307409
56,6.0,master,data_scientist,berlin,large,49586.28613859266
19,12.0,master,data_scientist,berlin,large,56543.08846052861
41,34.0,high_school,developer,tehran,large,80233.7016831908
56,4.0,master,developer,berlin,small,26668.885978215527
42,2.0,bachelor,manager,tehran,large,36866.656180455444
49,32.0,bachelor,developer,,large,73910.83265533665
59,17.0,master,data_scientist,paris,small,63531.8730757265
49,15.0,bachelor,designer,paris,small,47853.89263324906
22,5.0,master,manager,tehran,small,39232.4645249267
33,26.0,bachelor,data_scientist,amsterdam,large,80344.7468830568
49,33.0,master,analyst,amsterdam,medium,92598.49694606909
59,9.0,bachelor,developer,tehran,medium,41031.99563337625
29,5.0,master,data_scientist,paris,large,43770.10176916652
52,9.0,phd,data_scientist,paris,small,44673.02927152986
59,26.0,high_school,manager,berlin,medium,74157.2790320263
43,34.0,master,manager,berlin,medium,84042.82136482623
44,23.0,phd,designer,berlin,medium,69298.96361575891
51,25.0,master,data_scientist,berlin,medium,75937.35663754377
30,5.0,bachelor,developer,amsterdam,medium,40959.03777127592
42,,phd,developer,berlin,large,94496.66760410479
28,2.0,phd,data_scientist,tehran,small,34423.87502090678
55,2.0,phd,developer,amsterdam,medium,54099.952525021086
59,12.0,phd,manager,paris,large,72675.73859993691
32,12.0,master,developer,amsterdam,small,37332.05381746183
59,34.0,bachelor,designer,amsterdam,small,82758.96858694774
54,9.0,master,designer,london,large,57139.43638579258
56,7.0,bachelor,manager,london,small,47837.95313002761
51,13.0,phd,designer,berlin,small,53060.384463022114
37,7.0,phd,analyst,london,small,36945.910371831116
49,17.0,phd,analyst,london,large,88123.66742301799
53,23.0,phd,designer,berlin,large,79406.74813902646
57,16.0,bachelor,data_scientist,tehran,large,58732.68965413949
35,,high_school,developer,amsterdam,medium,73663.88123393041
19,2.0,high_school,developer,amsterdam,medium,23734.96919202326
26,23.0,bachelor,manager,tehran,large,314748.248135545
41,10.0,bachelor,analyst,amsterdam,small,36586.13360159352
50,17.0,bachelor,analyst,tehran,small,42822.95312290708
52,2.0,bachelor,developer,london,medium,32466.266972441896
30,24.0,,designer,amsterdam,medium,321979.3200832348
50,26.0,master,developer,tehran,large,71959.9798375537
39,33.0,master,designer,berlin,large,82753.50587053367
51,27.0,high_school,developer,berlin,large,72897.40867880938
33,5.0,high_school,data_scientist,paris,large,38728.787713968544
42,15.0,phd,analyst,berlin,small,55160.48479907248
46,25.0,bachelor,designer,paris,small,60778.2407573833
40,1.0,bachelor,developer,amsterdam,small,34638.115186537885
25,,master,analyst,berlin,medium,39802.423754325595
54,14.0,high_school,manager,london,large,60098.62854495623
43,19.0,bachelor,manager,berlin,small,60242.46574522543
40,2.0,master,developer,amsterdam,small,34628.1861933616
22,7.0,bachelor,developer,london,large,47226.31034939655
51,29.0,high_school,data_scientist,tehran,large,71040.06954988021
53,1.0,phd,manager,tehran,medium,47916.38277288239
47,25.0,phd,designer,tehran,small,59718.09587994658
56,7.0,,data_scientist,paris,large,44664.847081520275
54,20.0,high_school,designer,tehran,medium,39947.58978410341
23,33.0,bachelor,data_scientist,london,medium,85461.31940613087
27,,master,developer,paris,medium,74881.69573849438
23,7.0,high_school,analyst,berlin,medium,29859.29297875805
26,29.0,phd,manager,amsterdam,medium,95849.28967311227
26,9.0,high_school,designer,tehran,small,6815.245138530274
29,2.0,high_school,analyst,tehran,small,5522.133126211815
40,31.0,phd,developer,london,medium,93979.95363324936
27,13.0,bachelor,designer,paris,small,37732.745628750876
50,14.0,master,developer,berlin,medium,55268.938842489304
27,13.0,phd,developer,paris,medium,58935.86202087635
47,22.0,phd,manager,london,medium,79930.8594187791
37,34.0,master,data_scientist,london,large,95484.25710637079
41,28.0,phd,data_scientist,tehran,large,84759.52154668726
55,2.0,high_school,designer,tehran,medium,11955.431923363678
24,5.0,phd,designer,london,large,58222.84845524693
48,10.0,high_school,data_scientist,london,large,55779.963865320984
31,30.0,high_school,manager,tehran,large,67605.22910572367
50,16.0,bachelor,designer,berlin,large,61223.0894469431
41,9.0,phd,designer,london,medium,45755.55322544107
34,27.0,high_school,data_scientist,tehran,large,67882.76511679914
44,12.0,master,analyst,berlin,small,47569.050923864794
57,,master,manager,amsterdam,small,76238.81467424484
43,3.0,master,analyst,amsterdam,small,44900.38124031584
50,0.0,phd,manager,tehran,large,49538.6307005438
50,33.0,high_school,designer,,small,55885.53598155116
28,28.0,phd,analyst,amsterdam,medium,80399.71172245736
30,18.0,bachelor,data_scientist,,small,62384.82512522829
54,29.0,high_school,manager,paris,medium,72158.17688426307
32,3.0,bachelor,data_scientist,paris,small,36737.79617846669
18,34.0,phd,data_scientist,tehran,medium,78648.45605266868
36,21.0,bachelor,designer,amsterdam,large,54142.72200815615
34,12.0,high_school,developer,berlin,small,34157.90559086349
19,28.0,high_school,analyst,london,medium,67095.06918069388
41,18.0,phd,manager,london,large,82548.07990472784
52,15.0,high_school,data_scientist,tehran,medium,53637.48470944595
22,26.0,bachelor,developer,paris,large,73095.19013282961
49,5.0,,developer,amsterdam,small,30566.178135858572
33,18.0,phd,developer,,small,63728.33959329066
57,5.0,high_school,analyst,london,small,26401.50706297169
28,14.0,bachelor,manager,paris,large,54650.622885533754
21,22.0,master,data_scientist,london,large,73390.8218240517
21,4.0,bachelor,manager,london,medium,43405.40959484429
45,29.0,bachelor,data_scientist,paris,small,73394.49411603846
24,23.0,high_school,data_scientist,tehran,small,46591.95471769254
44,34.0,phd,analyst,berlin,small,82444.93668443144
32,17.0,phd,designer,berlin,large,71278.56081797525
21,,master,data_scientist,paris,medium,79154.778231375
20,24.0,bachelor,data_scientist,paris,large,66453.7727077897
51,7.0,master,developer,tehran,large,48002.39560533798
19,11.0,master,developer,berlin,large,53773.88722306874
52,26.0,master,analyst,amsterdam,small,72806.93913325912
45,26.0,master,analyst,tehran,small,53086.77806212033
32,16.0,,data_scientist,tehran,small,54663.829109127786
27,11.0,,analyst,london,medium,64800.579647877494
34,2.0,master,analyst,london,large,54004.49824239176
59,1.0,bachelor,designer,amsterdam,large,47710.43883954809
58,,phd,data_scientist,tehran,large,52530.43027618215
47,29.0,bachelor,developer,paris,large,85379.71791728973
35,10.0,phd,manager,tehran,small,51227.669991045754
43,33.0,phd,analyst,tehran,small,71860.86147872859
23,28.0,bachelor,data_scientist,berlin,large,75369.57807024446
23,10.0,master,developer,amsterdam,large,59610.60874210583
38,27.0,bachelor,manager,amsterdam,large,80314.92265920935
51,31.0,master,data_scientist,tehran,large,82729.02126482653
53,34.0,phd,manager,london,small,100821.35707332627
38,31.0,master,analyst,amsterdam,medium,79300.79038909313
51,32.0,phd,data_scientist,berlin,small,91085.20826561058
19,16.0,master,designer,berlin,small,41974.395363087504
26,28.0,bachelor,data_scientist,,small,63055.8270341396
21,19.0,high_school,analyst,london,medium,50659.65556056809
53,6.0,high_school,designer,berlin,small,33266.4727795925
29,27.0,bachelor,developer,berlin,large,67533.93007060018
53,29.0,bachelor,analyst,tehran,medium,61466.7965853366
30,22.0,bachelor,analyst,paris,small,49618.66325409438
30,18.0,high_school,developer,paris,small,38316.952115255095
30,29.0,phd,data_scientist,,medium,84035.95542319368
50,21.0,master,developer,tehran,large,64669.06411197404
52,9.0,high_school,designer,tehran,large,28404.707381471006
47,13.0,master,analyst,amsterdam,small,52462.33108680285
44,23.0,master,designer,tehran,medium,62247.74490536719
46,24.0,phd,developer,tehran,large,79256.87933782174
28,27.0,high_school,developer,tehran,medium,56424.400304464565
24,30.0,high_school,manager,tehran,large,66616.50618012235
42,16.0,high_school,developer,london,large,63307.30622794689
27,,high_school,data_scientist,berlin,medium,63201.73911584661
18,4.0,phd,data_scientist,amsterdam,medium,47314.84090334186
46,5.0,phd,analyst,paris,small,43333.53891313507
22,,bachelor,manager,berlin,small,60419.66002380635
25,,,designer,paris,small,68816.22364979015
42,3.0,master,developer,amsterdam,medium,42376.95878464316
36,21.0,phd,designer,paris,large,72398.42879166976
19,6.0,master,manager,,medium,39728.28476618495
21,24.0,master,manager,berlin,medium,67824.49054760922
30,0.0,phd,data_scientist,amsterdam,large,50978.78989095481
55,31.0,high_school,designer,paris,medium,381497.9412965148
30,1.0,bachelor,analyst,paris,small,33034.550092256344
35,9.0,high_school,data_scientist,paris,small,35216.673368192394
32,32.0,phd,developer,amsterdam,large,101523.41880794628
47,30.0,master,data_scientist,paris,small,65796.04477764622
28,,master,developer,amsterdam,large,32567.52380495952
51,24.0,high_school,data_scientist,paris,small,65020.93908799194
38,16.0,master,manager,tehran,large,70147.80281446122
50,,master,data_scientist,paris,large,87001.4336687101
39,3.0,phd,designer,tehran,large,29382.85853343647
47,2.0,master,developer,tehran,large,31239.582115427664
21,8.0,high_school,data_scientist,london,large,43261.45300028451
33,2.0,bachelor,analyst,amsterdam,large,37226.944067763194
44,11.0,master,developer,tehran,large,50806.26732430149
52,31.0,bachelor,data_scientist,berlin,small,77842.58438282085
18,28.0,bachelor,designer,amsterdam,small,293860.73456795095
41,24.0,,data_scientist,london,small,73113.6347995571
57,23.0,phd,developer,paris,large,76049.25749167733
18,32.0,bachelor,data_scientist,berlin,small,59851.87873986615
20,23.0,phd,data_scientist,berlin,small,76894.18875514215
32,25.0,master,developer,tehran,small,51686.07770404919
29,26.0,phd,designer,paris,medium,73561.5858370978
46,8.0,master,designer,london,medium,46582.02790216309
33,33.0,phd,manager,paris,large,112362.98734237309
19,32.0,master,developer,tehran,small,305199.53083332675
44,13.0,phd,data_scientist,amsterdam,medium,63786.37772710678
19,4.0,high_school,manager,tehran,large,28538.254808563768
25,33.0,phd,developer,london,small,72240.14136329328
51,27.0,master,developer,tehran,small,61790.50003586893
35,15.0,high_school,developer,berlin,small,42766.57693657012
35,17.0,high_school,developer,london,small,50291.346721841444
53,9.0,bachelor,manager,amsterdam,large,56296.63317623033
29,5.0,high_school,developer,tehran,small,13066.529367087005
53,,bachelor,designer,paris,large,68273.30971921969
21,20.0,high_school,developer,london,small,51241.50240952282
19,32.0,high_school,data_scientist,paris,small,70104.54498846011
52,25.0,phd,designer,amsterdam,medium,84192.577148878
42,1.0,master,developer,amsterdam,small,38406.8409613069
59,16.0,phd,designer,paris,medium,73129.30218816025
37,21.0,phd,designer,paris,large,74768.5110958099
44,20.0,master,analyst,berlin,large,66983.29774441809
51,3.0,master,manager,tehran,small,23773.45589108785
49,34.0,bachelor,manager,berlin,medium,90922.46843215736
37,33.0,phd,data_scientist,london,medium,501506.0276427422
52,20.0,high_school,data_scientist,london,large,62154.67246039505
55,8.0,bachelor,designer,london,large,51691.941942986785
55,23.0,bachelor,developer,paris,medium,69088.05980716972
45,6.0,master,developer,berlin,small,42154.63757171463
31,32.0,phd,data_scientist,amsterdam,medium,97195.47485112638
29,0.0,bachelor,designer,,large,26590.267999274256
41,0.0,master,manager,london,medium,50955.613075189176
51,32.0,phd,manager,amsterdam,medium,104487.94629761972
29,13.0,high_school,developer,tehran,medium,29392.6728950877
43,,high_school,data_scientist,berlin,medium,39474.12670539653
36,12.0,bachelor,developer,amsterdam,large,48982.794616716375
53,32.0,master,analyst,amsterdam,small,81795.29145660152
26,0.0,bachelor,analyst,tehran,small,10624.984134799664
30,14.0,phd,designer,tehran,small,44515.20307243011
45,,master,developer,amsterdam,large,71260.93655848759
40,33.0,bachelor,manager,,small,84436.71967876534
45,11.0,bachelor,data_scientist,tehran,large,42440.62010736907
39,13.0,phd,data_scientist,amsterdam,medium,65145.80370579565
43,3.0,master,data_scientist,berlin,small,42080.95150125923
38,7.0,phd,designer,amsterdam,large,53568.211451108116
24,24.0,high_school,manager,london,small,74047.05110950136
40,14.0,bachelor,analyst,,large,52771.31009706785
18,27.0,bachelor,analyst,paris,medium,58921.376111805344
41,20.0,high_school,developer,london,large,57140.793252284246
27,10.0,high_school,data_scientist,tehran,large,32776.40168253526
37,27.0,high_school,designer,tehran,medium,50636.44070014208
48,2.0,bachelor,designer,paris,large,32246.504644262608
24,9.0,phd,analyst,berlin,small,44346.088315035726
38,29.0,phd,designer,paris,small,77035.95138500322
54,23.0,phd,manager,berlin,large,86194.44605507639
20,18.0,master,analyst,berlin,small,51238.02188139681
19,24.0,phd,manager,,medium,69602.98075582014
42,26.0,bachelor,designer,berlin,medium,63926.964816050866
42,11.0,,analyst,berlin,medium,34709.25776573655
19,,phd,manager,london,medium,68726.78999256555
31,28.0,bachelor,analyst,tehran,medium,63781.95422020584
24,29.0,bachelor,analyst,paris,medium,66036.82367392088
32,25.0,high_school,manager,london,large,82039.22157568227
54,9.0,phd,developer,london,large,68914.87370977429
52,0.0,master,data_scientist,paris,small,31845.094419748813
32,,master,designer,berlin,medium,41727.62829610963
41,34.0,bachelor,manager,tehran,medium,85395.05567207639
39,,phd,developer,amsterdam,large,95981.72673287833
42,34.0,bachelor,data_scientist,amsterdam,large,84686.7675154479
22,25.0,bachelor,manager,tehran,large,66423.58747349711
41,31.0,phd,designer,tehran,medium,72468.1555582473
41,0.0,high_school,manager,berlin,small,29060.42537736406
20,20.0,bachelor,data_scientist,london,large,68280.75827168208
18,1.0,phd,developer,tehran,medium,188620.78830055665
37,7.0,high_school,manager,amsterdam,medium,36553.52626913717
32,8.0,phd,manager,,medium,53898.39153622997
37,18.0,phd,data_scientist,,small,72759.3201499708
31,30.0,phd,analyst,london,small,82579.3080845756
58,34.0,bachelor,analyst,london,large,87972.34819947451
52,,phd,designer,tehran,large,79588.94784982764
46,25.0,bachelor,data_scientist,berlin,medium,71384.27829897628
27,22.0,master,developer,berlin,small,58473.28044671559
51,4.0,bachelor,analyst,berlin,small,38122.92632385348
38,4.0,bachelor,designer,amsterdam,small,25381.94386612699
52,8.0,bachelor,designer,amsterdam,small,29241.70542001367
48,15.0,high_school,data_scientist,paris,large,60608.05202967955
25,18.0,high_school,manager,tehran,large,54320.49600283302
24,32.0,high_school,manager,london,small,72616.76761357285
50,0.0,phd,data_scientist,,small,43990.824473109315
35,24.0,bachelor,manager,paris,small,64541.92998636032
51,13.0,bachelor,analyst,london,medium,59303.436409987524
54,16.0,master,analyst,tehran,large,49839.246361733196
56,9.0,bachelor,developer,amsterdam,large,58283.17067838072
27,17.0,phd,analyst,berlin,small,63738.090399799126
55,22.0,master,analyst,london,large,68330.93203876668
58,11.0,phd,developer,tehran,medium,57963.769289325784
53,12.0,high_school,data_scientist,berlin,large,57498.52762273806
19,2.0,high_school,developer,amsterdam,large,28802.302392848822
43,28.0,phd,data_scientist,berlin,medium,90386.33431766278
27,31.0,high_school,analyst,tehran,large,53076.50927787229
47,32.0,master,analyst,berlin,large,88027.26362447342
57,2.0,master,developer,tehran,large,32244.536916655426
30,33.0,high_school,designer,berlin,small,50526.73870783956
59,18.0,master,data_scientist,amsterdam,small,65256.22187546098
41,11.0,phd,manager,,large,69122.85599012664
28,,phd,data_scientist,berlin,small,65416.89771704795
52,12.0,phd,designer,amsterdam,large,54225.888089803775
26,34.0,high_school,designer,paris,small,62128.41552674188
42,16.0,phd,designer,london,medium,64443.15133464175
46,29.0,phd,data_scientist,berlin,large,99349.28957211593
43,1.0,high_school,developer,amsterdam,large,38424.38097113655
18,21.0,high_school,analyst,tehran,large,44203.18846134006
26,20.0,high_school,developer,tehran,small,39616.54111594324
50,,phd,analyst,,large,103895.21795698552
52,7.0,high_school,designer,tehran,medium,27677.091839089597
53,1.0,master,data_scientist,tehran,small,21759.649937056736
25,27.0,phd,manager,paris,large,97099.34959176544
54,24.0,phd,manager,amsterdam,medium,83677.36703268522
40,2.0,bachelor,manager,amsterdam,large,45515.675817515956
53,25.0,master,designer,tehran,medium,52229.34311967921
19,14.0,high_school,developer,paris,large,53312.98905812456
25,21.0,master,data_scientist,paris,small,65155.184162350386
53,20.0,phd,manager,amsterdam,small,80271.0528185016
49,3.0,bachelor,data_scientist,paris,small,43794.75871945996
25,10.0,,manager,paris,large,52793.708155578
27,21.0,master,manager,tehran,medium,53128.0246885963
43,10.0,bachelor,developer,london,large,41587.53733235654
43,6.0,bachelor,designer,paris,small,31668.531471691196
54,32.0,high_school,data_scientist,amsterdam,large,438843.5638785723
43,2.0,high_school,developer,amsterdam,medium,25736.356067157496
42,,phd,analyst,tehran,medium,49360.80050167775
57,31.0,bachelor,analyst,tehran,medium,69199.99604428254
43,14.0,high_school,analyst,amsterdam,small,34934.77247330273
58,20.0,master,developer,amsterdam,large,73094.16690128372
56,2.0,phd,designer,tehran,small,29477.64618739939
35,10.0,phd,data_scientist,berlin,large,56997.43510367474
42,2.0,high_school,developer,london,small,19263.309054633213
33,20.0,master,manager,amsterdam,small,79162.97075391636
22,19.0,bachelor,data_scientist,tehran,medium,48942.32338631233
51,1.0,master,designer,amsterdam,small,36347.48670821541
50,25.0,high_school,data_scientist,london,large,76543.86255794893
36,1.0,bachelor,data_scientist,paris,large,36497.17453702467
52,28.0,master,designer,london,small,70238.71915870439
39,29.0,bachelor,developer,london,large,86437.55297400439
32,12.0,high_school,manager,berlin,small,38913.33530706237
28,10.0,bachelor,data_scientist,berlin,small,43204.3340293869
33,30.0,master,manager,tehran,large,78692.26793856424
43,7.0,master,data_scientist,tehran,medium,29017.437992987012
38,3.0,phd,developer,london,medium,45868.603212954666
24,10.0,master,designer,berlin,large,44718.57932110109
35,19.0,phd,developer,,large,71749.0561974335
30,4.0,high_school,analyst,tehran,medium,17540.36655878439
25,8.0,phd,developer,paris,medium,50950.79130865566
26,33.0,bachelor,analyst,tehran,medium,59828.88111270895
55,28.0,high_school,designer,paris,medium,61787.8020912016
45,1.0,master,analyst,london,medium,39430.26352205129
58,21.0,phd,manager,amsterdam,small,85137.48806522926
42,27.0,,manager,paris,small,82167.93989138043
36,10.0,,analyst,berlin,medium,50813.51159262314
23,18.0,phd,manager,london,medium,77574.83942920278
39,22.0,phd,developer,,large,66172.59980951968
41,33.0,phd,developer,tehran,medium,86236.56424945843
38,33.0,high_school,developer,amsterdam,small,68262.74965401909
39,,master,manager,london,large,70207.03196013866
27,16.0,phd,data_scientist,tehran,medium,64152.73865996756
21,32.0,bachelor,developer,paris,small,57510.378811696006
22,28.0,phd,analyst,london,small,76196.64221249876
54,19.0,bachelor,analyst,berlin,small,50800.21114517048
40,28.0,master,manager,berlin,small,78450.69830036664
30,23.0,high_school,data_scientist,paris,medium,64397.40368298661
50,7.0,bachelor,analyst,,small,33522.61419723859
57,25.0,bachelor,manager,,large,81167.75851321314
53,33.0,phd,designer,paris,large,94466.33220017335
41,12.0,master,analyst,berlin,medium,52795.833754534724
38,32.0,high_school,analyst,berlin,small,59793.04912052847
31,8.0,phd,manager,amsterdam,large,70459.49719092158
42,33.0,phd,data_scientist,amsterdam,small,95084.50823418758
32,13.0,phd,designer,amsterdam,medium,48834.888821254935
43,19.0,high_school,analyst,tehran,small,35501.06405981173
18,0.0,phd,developer,amsterdam,large,55055.04279016582
29,,bachelor,designer,tehran,medium,44955.503290566456
49,24.0,,developer,amsterdam,small,69915.38989323267
45,14.0,master,designer,tehran,small,40263.052137110004
59,17.0,phd,analyst,tehran,small,56736.21599296388
46,34.0,high_school,designer,berlin,medium,73461.74596840411
39,23.0,master,analyst,amsterdam,large,77569.96433546758
53,11.0,bachelor,analyst,tehran,large,34193.88042799079
46,,phd,data_scientist,tehran,small,53127.78361094413
32,16.0,master,analyst,berlin,large,68101.05727367513
46,9.0,high_school,designer,paris,small,43436.298448585956
28,26.0,bachelor,designer,paris,medium,53906.54685510428
34,0.0,high_school,analyst,london,medium,26789.429644729553
38,5.0,bachelor,analyst,,large,46399.9261723111
29,10.0,high_school,data_scientist,berlin,large,45452.88456543475
26,14.0,phd,developer,,small,43696.036267550386
59,17.0,high_school,data_scientist,amsterdam,large,67605.73477912726
57,27.0,phd,developer,london,small,83525.59414629117
19,11.0,high_school,data_scientist,london,large,54142.58164992503
59,14.0,bachelor,developer,paris,medium,53422.29626947288
24,34.0,bachelor,data_scientist,paris,medium,92076.70670313928
43,30.0,master,manager,london,small,85687.09667177428
19,21.0,master,analyst,amsterdam,medium,62001.57551186966
48,24.0,phd,developer,tehran,medium,68027.31469510976
39,16.0,phd,analyst,,small,51733.38462048795
43,20.0,,designer,tehran,large,52183.35237838614
36,22.0,,data_scientist,paris,small,79703.22968567851
34,5.0,phd,manager,amsterdam,medium,57219.18082690617
25,2.0,bachelor,manager,london,small,38090.47920214404
40,23.0,high_school,data_scientist,,large,73375.8346216203
55,,master,analyst,london,large,50850.8090727714
23,5.0,high_school,designer,paris,small,24807.178100747795
35,28.0,phd,analyst,london,small,71739.74866197168
36,16.0,master,data_scientist,paris,medium,56399.585188654484
23,18.0,bachelor,data_scientist,berlin,large,56016.47434574396
23,0.0,master,manager,paris,large,54782.764745223525
29,25.0,master,developer,,medium,72180.46605117983
37,30.0,,designer,paris,large,83007.23963314606
23,19.0,high_school,manager,tehran,medium,49749.0061367001
32,17.0,,data_scientist,london,large,65071.351834322675
46,28.0,phd,developer,tehran,medium,79282.67331306022
23,18.0,master,data_scientist,paris,large,359571.9957366251
57,27.0,master,analyst,berlin,large,73141.76108776219
23,19.0,master,designer,paris,medium,47287.385095747304
44,,,manager,amsterdam,small,48250.52252136677
27,25.0,master,analyst,amsterdam,medium,368673.1528465517
56,30.0,high_school,analyst,berlin,large,75567.37508105155
42,17.0,phd,designer,tehran,large,60811.29461055073
47,33.0,master,analyst,berlin,large,79001.28512919378
45,32.0,bachelor,designer,london,large,83605.09192617307
33,22.0,bachelor,manager,london,small,68702.37330867592
29,29.0,high_school,data_scientist,paris,medium,62826.8224445472
51,10.0,phd,manager,amsterdam,large,74175.28892439841
43,31.0,bachelor,analyst,amsterdam,large,88420.06798401129
23,18.0,bachelor,analyst,tehran,medium,43887.78595928232
29,9.0,phd,developer,,medium,50276.38926288593
56,30.0,high_school,manager,london,small,79781.89181281155
44,17.0,,analyst,tehran,medium,44926.61829186052
46,26.0,bachelor,data_scientist,berlin,medium,73127.60570667626
56,27.0,master,data_scientist,london,small,415382.9033973713
53,24.0,high_school,developer,berlin,medium,60845.64788450371
55,21.0,bachelor,data_scientist,amsterdam,medium,73166.35225484351
56,33.0,phd,developer,amsterdam,medium,94137.26460171865
30,3.0,phd,analyst,london,large,53477.690772554546
47,9.0,phd,manager,paris,small,57267.57395496404
35,2.0,high_school,data_scientist,london,medium,37748.93705953367
40,18.0,master,developer,paris,large,64020.2216193717
30,6.0,,manager,amsterdam,small,35932.53906120035
27,14.0,master,analyst,,small,44634.186689858616
58,20.0,bachelor,manager,amsterdam,small,61377.3917689956
52,8.0,bachelor,analyst,,small,39238.86573896528
23,13.0,high_school,developer,berlin,small,27737.150064055113
24,20.0,phd,data_scientist,paris,medium,67129.59349587563
36,21.0,phd,designer,amsterdam,small,61644.463348756
33,3.0,bachelor,analyst,berlin,medium,34868.451503134274
29,15.0,phd,data_scientist,berlin,large,69107.45193135118
53,32.0,master,manager,paris,small,91321.5190826797
42,21.0,phd,manager,berlin,medium,85456.03149041391
46,12.0,high_school,manager,paris,large,57829.30295874657
28,22.0,bachelor,analyst,london,medium,62067.347911455705
38,6.0,bachelor,analyst,paris,small,29342.218572502443
48,9.0,phd,designer,paris,small,49807.588875371905
20,14.0,high_school,analyst,london,medium,36762.12274739146
56,5.0,master,analyst,paris,small,32214.947516167682
38,18.0,phd,manager,amsterdam,large,78094.99698780001
20,13.0,phd,data_scientist,berlin,small,60278.960405279715
26,7.0,phd,data_scientist,berlin,large,59143.51653448102
26,,phd,developer,berlin,medium,66085.55576765977
31,31.0,master,data_scientist,berlin,small,71278.91878535174
32,33.0,bachelor,manager,amsterdam,large,85477.04458865203
35,6.0,master,analyst,paris,small,36965.57316845012
28,21.0,master,analyst,amsterdam,small,50186.46368363894
31,24.0,bachelor,developer,paris,medium,72614.34694265905
34,6.0,high_school,analyst,paris,large,33678.25679387132
37,23.0,master,data_scientist,berlin,medium,74056.16688073218
52,8.0,master,data_scientist,paris,medium,53028.3052801116
31,5.0,master,analyst,london,large,53715.71274981451
20,34.0,high_school,developer,paris,medium,61487.52589286928
46,14.0,master,data_scientist,paris,large,61760.95223783262
22,27.0,high_school,developer,paris,large,69795.42686536725
54,,phd,analyst,paris,large,75974.46109005553
56,20.0,master,developer,paris,large,68725.0332727216
31,21.0,phd,designer,berlin,small,58431.26836059629
52,24.0,phd,analyst,paris,medium,70553.54419571844
41,8.0,bachelor,manager,,large,59385.46342128729
52,17.0,phd,analyst,berlin,large,75840.42299872251
33,0.0,high_school,designer,tehran,medium,7510.940418868226
43,28.0,high_school,designer,berlin,large,75897.85897897415
23,9.0,bachelor,developer,berlin,medium,43650.070555573606
30,33.0,high_school,designer,paris,small,69961.4597434071
49,1.0,bachelor,data_scientist,,small,24658.001838112476
54,3.0,master,designer,london,medium,37354.363112263294
54,1.0,phd,developer,amsterdam,medium,53508.96947657599
39,11.0,bachelor,designer,berlin,medium,44373.858547879645
31,29.0,bachelor,data_scientist,paris,small,75561.13878985315
48,8.0,phd,data_scientist,london,small,54686.8840089873
47,30.0,high_school,manager,london,large,87001.30217151155
33,8.0,bachelor,designer,berlin,medium,27603.6763697361
22,8.0,phd,designer,,large,58340.355564290694
56,1.0,master,data_scientist,amsterdam,large,49869.704887178654
26,18.0,high_school,analyst,london,medium,45258.89792469239
28,13.0,bachelor,manager,tehran,large,42574.151630822
53,26.0,master,data_scientist,paris,small,76404.38106789946
41,28.0,bachelor,data_scientist,paris,large,85310.93528085812
